"module" "comp" "comp_group" "noise" "score" "conserved" "module_size"
"858" "skyblue" "a5" "a" 0.5 NA NA 308
"859" "skyblue" "a5" "a" 1 NA NA 308
"860" "skyblue" "a5" "a" 2 NA NA 308
"861" "skyblue" "c1" "c" 0.1 NA NA 308
"862" "skyblue" "c1" "c" 0.5 NA NA 308
"863" "skyblue" "c1" "c" 1 NA NA 308
"864" "skyblue" "c1" "c" 2 NA NA 308
"865" "skyblue" "c2" "c" 0.1 NA NA 308
"866" "skyblue" "c2" "c" 0.5 NA NA 308
"867" "skyblue" "c2" "c" 1 NA NA 308
"868" "skyblue" "c2" "c" 2 NA NA 308
"869" "skyblue" "c3" "c" 0.1 NA NA 308
"870" "skyblue" "c3" "c" 0.5 NA NA 308
"871" "skyblue" "c3" "c" 1 NA NA 308
"872" "skyblue" "c3" "c" 2 NA NA 308
"873" "skyblue" "c4" "c" 0.1 NA NA 308
"874" "skyblue" "c4" "c" 0.5 NA NA 308
"875" "skyblue" "c4" "c" 1 NA NA 308
"876" "skyblue" "c4" "c" 2 NA NA 308
"877" "skyblue" "c5" "c" 0.1 NA NA 308
"878" "skyblue" "c5" "c" 0.5 NA NA 308
"879" "skyblue" "c5" "c" 1 NA NA 308
"880" "skyblue" "c5" "c" 2 NA NA 308
"881" "skyblue" "h1" "h" 0.1 NA NA 308
"882" "skyblue" "h1" "h" 0.5 NA NA 308
"883" "skyblue" "h1" "h" 1 NA NA 308
"884" "skyblue" "h1" "h" 2 NA NA 308
"885" "skyblue" "h2" "h" 0.1 NA NA 308
"886" "skyblue" "h2" "h" 0.5 NA NA 308
"887" "skyblue" "h2" "h" 1 NA NA 308
"888" "skyblue" "h2" "h" 2 NA NA 308
"889" "skyblue" "h3" "h" 0.1 NA NA 308
"890" "skyblue" "h3" "h" 0.5 NA NA 308
"891" "skyblue" "h3" "h" 1 NA NA 308
"892" "skyblue" "h3" "h" 2 NA NA 308
"893" "skyblue" "h4" "h" 0.1 NA NA 308
"894" "skyblue" "h4" "h" 0.5 NA NA 308
"895" "skyblue" "h4" "h" 1 NA NA 308
"896" "skyblue" "h4" "h" 2 NA NA 308
"897" "skyblue" "h5" "h" 0.1 NA NA 308
"898" "skyblue" "h5" "h" 0.5 NA NA 308
"899" "skyblue" "h5" "h" 1 NA NA 308
"900" "skyblue" "h5" "h" 2 NA NA 308
"901" "white" "a1" "a" 0.1 9.3973 FALSE 316
"902" "white" "a1" "a" 0.5 9.2329 FALSE 316
"903" "white" "a1" "a" 1 7.8536 FALSE 316
"904" "white" "a1" "a" 2 6.6309 FALSE 316
"905" "white" "a2" "a" 0.1 10.5984 TRUE 316
"906" "white" "a2" "a" 0.5 10.2524 TRUE 316
"907" "white" "a2" "a" 1 8.4028 FALSE 316
"908" "white" "a2" "a" 2 7.7002 FALSE 316
"909" "white" "a3" "a" 0.1 9.7253 FALSE 316
"910" "white" "a3" "a" 0.5 9.5597 FALSE 316
"911" "white" "a3" "a" 1 7.4727 FALSE 316
"912" "white" "a3" "a" 2 7.055 FALSE 316
"913" "white" "a4" "a" 0.1 9.5642 FALSE 316
"914" "white" "a4" "a" 0.5 9.4067 FALSE 316
"915" "white" "a4" "a" 1 7.624 FALSE 316
"916" "white" "a4" "a" 2 6.9872 FALSE 316
"917" "white" "a5" "a" 0.1 10.9414 TRUE 316
"918" "white" "a5" "a" 0.5 10.6097 TRUE 316
"919" "white" "a5" "a" 1 8.8176 FALSE 316
"920" "white" "a5" "a" 2 6.87 FALSE 316
"921" "white" "c1" "c" 0.1 10.1313 TRUE 316
"922" "white" "c1" "c" 0.5 9.9441 FALSE 316
"923" "white" "c1" "c" 1 8.0298 FALSE 316
"924" "white" "c1" "c" 2 7.3486 FALSE 316
"925" "white" "c2" "c" 0.1 9.6542 FALSE 316
"926" "white" "c2" "c" 0.5 9.4651 FALSE 316
"927" "white" "c2" "c" 1 8.314 FALSE 316
"928" "white" "c2" "c" 2 7.3226 FALSE 316
"929" "white" "c3" "c" 0.1 10.0813 TRUE 316
"930" "white" "c3" "c" 0.5 10.0167 TRUE 316
"931" "white" "c3" "c" 1 8.1505 FALSE 316
"932" "white" "c3" "c" 2 7.2597 FALSE 316
"933" "white" "c4" "c" 0.1 9.6389 FALSE 316
"934" "white" "c4" "c" 0.5 9.4043 FALSE 316
"935" "white" "c4" "c" 1 8.0757 FALSE 316
"936" "white" "c4" "c" 2 7.2477 FALSE 316
"937" "white" "c5" "c" 0.1 9.3786 FALSE 316
"938" "white" "c5" "c" 0.5 9.2961 FALSE 316
"939" "white" "c5" "c" 1 7.5861 FALSE 316
"940" "white" "c5" "c" 2 6.6229 FALSE 316
"941" "white" "h1" "h" 0.1 10.7118 TRUE 316
"942" "white" "h1" "h" 0.5 10.5661 TRUE 316
"943" "white" "h1" "h" 1 8.899 FALSE 316
"944" "white" "h1" "h" 2 7.2878 FALSE 316
"945" "white" "h2" "h" 0.1 9.6594 FALSE 316
"946" "white" "h2" "h" 0.5 9.5202 FALSE 316
"947" "white" "h2" "h" 1 7.425 FALSE 316
"948" "white" "h2" "h" 2 6.4552 FALSE 316
"949" "white" "h3" "h" 0.1 10.3783 TRUE 316
"950" "white" "h3" "h" 0.5 10.3926 TRUE 316
"951" "white" "h3" "h" 1 8.5977 FALSE 316
"952" "white" "h3" "h" 2 7.2335 FALSE 316
"953" "white" "h4" "h" 0.1 11.0656 TRUE 316
"954" "white" "h4" "h" 0.5 10.637 TRUE 316
"955" "white" "h4" "h" 1 9.314 FALSE 316
"956" "white" "h4" "h" 2 7.3509 FALSE 316
"957" "white" "h5" "h" 0.1 10.6158 TRUE 316
"958" "white" "h5" "h" 0.5 10.4419 TRUE 316
"959" "white" "h5" "h" 1 8.7774 FALSE 316
"960" "white" "h5" "h" 2 6.2735 FALSE 316
"961" "darkorange" "a1" "a" 0.1 9.7376 FALSE 320
"962" "darkorange" "a1" "a" 0.5 9.6933 FALSE 320
"963" "darkorange" "a1" "a" 1 7.9587 FALSE 320
"964" "darkorange" "a1" "a" 2 6.3589 FALSE 320
"965" "darkorange" "a2" "a" 0.1 9.5416 FALSE 320
"966" "darkorange" "a2" "a" 0.5 8.9995 FALSE 320
"967" "darkorange" "a2" "a" 1 7.5876 FALSE 320
"968" "darkorange" "a2" "a" 2 6.0025 FALSE 320
"969" "darkorange" "a3" "a" 0.1 9.7843 FALSE 320
"970" "darkorange" "a3" "a" 0.5 9.2028 FALSE 320
"971" "darkorange" "a3" "a" 1 7.1999 FALSE 320
"972" "darkorange" "a3" "a" 2 5.8887 FALSE 320
"973" "darkorange" "a4" "a" 0.1 9.682 FALSE 320
"974" "darkorange" "a4" "a" 0.5 9.7501 FALSE 320
"975" "darkorange" "a4" "a" 1 7.7165 FALSE 320
"976" "darkorange" "a4" "a" 2 6.8567 FALSE 320
"977" "darkorange" "a5" "a" 0.1 10.7161 TRUE 320
"978" "darkorange" "a5" "a" 0.5 10.5022 TRUE 320
"979" "darkorange" "a5" "a" 1 7.9333 FALSE 320
"980" "darkorange" "a5" "a" 2 6.7114 FALSE 320
"981" "darkorange" "c1" "c" 0.1 10.1522 TRUE 320
"982" "darkorange" "c1" "c" 0.5 9.6077 FALSE 320
"983" "darkorange" "c1" "c" 1 7.1754 FALSE 320
"984" "darkorange" "c1" "c" 2 5.6889 FALSE 320
"985" "darkorange" "c2" "c" 0.1 10.7243 TRUE 320
"986" "darkorange" "c2" "c" 0.5 10.5417 TRUE 320
"987" "darkorange" "c2" "c" 1 8.2258 FALSE 320
"988" "darkorange" "c2" "c" 2 6.9933 FALSE 320
"989" "darkorange" "c3" "c" 0.1 9.5959 FALSE 320
"990" "darkorange" "c3" "c" 0.5 9.6006 FALSE 320
"991" "darkorange" "c3" "c" 1 7.7495 FALSE 320
"992" "darkorange" "c3" "c" 2 6.1127 FALSE 320
"993" "darkorange" "c4" "c" 0.1 10.3118 TRUE 320
"994" "darkorange" "c4" "c" 0.5 9.9669 FALSE 320
"995" "darkorange" "c4" "c" 1 7.0234 FALSE 320
"996" "darkorange" "c4" "c" 2 7.2033 FALSE 320
"997" "darkorange" "c5" "c" 0.1 10.8009 TRUE 320
"998" "darkorange" "c5" "c" 0.5 10.0758 TRUE 320
"999" "darkorange" "c5" "c" 1 7.3253 FALSE 320
"1000" "darkorange" "c5" "c" 2 6.0312 FALSE 320
"1001" "darkorange" "h1" "h" 0.1 9.55 FALSE 320
"1002" "darkorange" "h1" "h" 0.5 9.2369 FALSE 320
"1003" "darkorange" "h1" "h" 1 7.2804 FALSE 320
"1004" "darkorange" "h1" "h" 2 6.368 FALSE 320
"1005" "darkorange" "h2" "h" 0.1 9.6874 FALSE 320
"1006" "darkorange" "h2" "h" 0.5 9.4601 FALSE 320
"1007" "darkorange" "h2" "h" 1 7.7426 FALSE 320
"1008" "darkorange" "h2" "h" 2 6.8111 FALSE 320
"1009" "darkorange" "h3" "h" 0.1 9.7813 FALSE 320
"1010" "darkorange" "h3" "h" 0.5 9.7145 FALSE 320
"1011" "darkorange" "h3" "h" 1 6.5884 FALSE 320
"1012" "darkorange" "h3" "h" 2 5.8821 FALSE 320
"1013" "darkorange" "h4" "h" 0.1 9.3562 FALSE 320
"1014" "darkorange" "h4" "h" 0.5 8.7547 FALSE 320
"1015" "darkorange" "h4" "h" 1 7.3279 FALSE 320
"1016" "darkorange" "h4" "h" 2 5.9973 FALSE 320
"1017" "darkorange" "h5" "h" 0.1 9.9246 FALSE 320
"1018" "darkorange" "h5" "h" 0.5 9.381 FALSE 320
"1019" "darkorange" "h5" "h" 1 7.8755 FALSE 320
"1020" "darkorange" "h5" "h" 2 5.9059 FALSE 320
"1021" "orange" "a1" "a" 0.1 11.0102 TRUE 361
"1022" "orange" "a1" "a" 0.5 11.1483 TRUE 361
"1023" "orange" "a1" "a" 1 9.1101 FALSE 361
"1024" "orange" "a1" "a" 2 8.0735 FALSE 361
"1025" "orange" "a2" "a" 0.1 11.2684 TRUE 361
"1026" "orange" "a2" "a" 0.5 11.1542 TRUE 361
"1027" "orange" "a2" "a" 1 9.5039 FALSE 361
"1028" "orange" "a2" "a" 2 8.855 FALSE 361
"1029" "orange" "a3" "a" 0.1 12.3249 TRUE 361
"1030" "orange" "a3" "a" 0.5 11.9048 TRUE 361
"1031" "orange" "a3" "a" 1 8.5098 FALSE 361
"1032" "orange" "a3" "a" 2 7.6642 FALSE 361
"1033" "orange" "a4" "a" 0.1 12.1371 TRUE 361
"1034" "orange" "a4" "a" 0.5 11.401 TRUE 361
"1035" "orange" "a4" "a" 1 9.2795 FALSE 361
"1036" "orange" "a4" "a" 2 8.1818 FALSE 361
"1037" "orange" "a5" "a" 0.1 10.9073 TRUE 361
"1038" "orange" "a5" "a" 0.5 10.8355 TRUE 361
"1039" "orange" "a5" "a" 1 9.0796 FALSE 361
"1040" "orange" "a5" "a" 2 7.8085 FALSE 361
"1041" "orange" "c1" "c" 0.1 11.1025 TRUE 361
"1042" "orange" "c1" "c" 0.5 10.819 TRUE 361
"1043" "orange" "c1" "c" 1 9.4223 FALSE 361
"1044" "orange" "c1" "c" 2 8.3196 FALSE 361
"1045" "orange" "c2" "c" 0.1 11.3852 TRUE 361
"1046" "orange" "c2" "c" 0.5 10.787 TRUE 361
"1047" "orange" "c2" "c" 1 10.1509 TRUE 361
"1048" "orange" "c2" "c" 2 7.2161 FALSE 361
"1049" "orange" "c3" "c" 0.1 12.1355 TRUE 361
"1050" "orange" "c3" "c" 0.5 11.777 TRUE 361
"1051" "orange" "c3" "c" 1 9.6504 FALSE 361
"1052" "orange" "c3" "c" 2 8.2819 FALSE 361
"1053" "orange" "c4" "c" 0.1 10.1836 TRUE 361
"1054" "orange" "c4" "c" 0.5 9.9191 FALSE 361
"1055" "orange" "c4" "c" 1 8.3114 FALSE 361
"1056" "orange" "c4" "c" 2 7.8873 FALSE 361
"1057" "orange" "c5" "c" 0.1 11.7475 TRUE 361
"1058" "orange" "c5" "c" 0.5 11.554 TRUE 361
"1059" "orange" "c5" "c" 1 9.361 FALSE 361
"1060" "orange" "c5" "c" 2 7.641 FALSE 361
"1061" "orange" "h1" "h" 0.1 11.9247 TRUE 361
"1062" "orange" "h1" "h" 0.5 11.8639 TRUE 361
"1063" "orange" "h1" "h" 1 9.8465 FALSE 361
"1064" "orange" "h1" "h" 2 7.897 FALSE 361
"1065" "orange" "h2" "h" 0.1 10.7395 TRUE 361
"1066" "orange" "h2" "h" 0.5 10.3976 TRUE 361
"1067" "orange" "h2" "h" 1 9.4065 FALSE 361
"1068" "orange" "h2" "h" 2 7.7303 FALSE 361
"1069" "orange" "h3" "h" 0.1 10.832 TRUE 361
"1070" "orange" "h3" "h" 0.5 10.8681 TRUE 361
"1071" "orange" "h3" "h" 1 8.9448 FALSE 361
"1072" "orange" "h3" "h" 2 7.5626 FALSE 361
"1073" "orange" "h4" "h" 0.1 10.4643 TRUE 361
"1074" "orange" "h4" "h" 0.5 10.0688 TRUE 361
"1075" "orange" "h4" "h" 1 8.3058 FALSE 361
"1076" "orange" "h4" "h" 2 6.3434 FALSE 361
"1077" "orange" "h5" "h" 0.1 12.3164 TRUE 361
"1078" "orange" "h5" "h" 0.5 12.3701 TRUE 361
"1079" "orange" "h5" "h" 1 10.2309 TRUE 361
"1080" "orange" "h5" "h" 2 7.3268 FALSE 361
"1081" "darkgrey" "a1" "a" 0.1 9.7618 FALSE 396
"1082" "darkgrey" "a1" "a" 0.5 9.4342 FALSE 396
"1083" "darkgrey" "a1" "a" 1 7.4521 FALSE 396
"1084" "darkgrey" "a1" "a" 2 6.1212 FALSE 396
"1085" "darkgrey" "a2" "a" 0.1 9.0986 FALSE 396
"1086" "darkgrey" "a2" "a" 0.5 9.1459 FALSE 396
"1087" "darkgrey" "a2" "a" 1 7.3403 FALSE 396
"1088" "darkgrey" "a2" "a" 2 5.9076 FALSE 396
"1089" "darkgrey" "a3" "a" 0.1 10.532 TRUE 396
"1090" "darkgrey" "a3" "a" 0.5 10.3138 TRUE 396
"1091" "darkgrey" "a3" "a" 1 8.3427 FALSE 396
"1092" "darkgrey" "a3" "a" 2 6.6546 FALSE 396
"1093" "darkgrey" "a4" "a" 0.1 10.1006 TRUE 396
"1094" "darkgrey" "a4" "a" 0.5 9.5317 FALSE 396
"1095" "darkgrey" "a4" "a" 1 7.9316 FALSE 396
"1096" "darkgrey" "a4" "a" 2 6.4369 FALSE 396
"1097" "darkgrey" "a5" "a" 0.1 9.9069 FALSE 396
"1098" "darkgrey" "a5" "a" 0.5 9.8039 FALSE 396
"1099" "darkgrey" "a5" "a" 1 7.6235 FALSE 396
"1100" "darkgrey" "a5" "a" 2 6.1118 FALSE 396
"1101" "darkgrey" "c1" "c" 0.1 9.9964 FALSE 396
"1102" "darkgrey" "c1" "c" 0.5 9.6621 FALSE 396
"1103" "darkgrey" "c1" "c" 1 8.2472 FALSE 396
"1104" "darkgrey" "c1" "c" 2 6.2202 FALSE 396
"1105" "darkgrey" "c2" "c" 0.1 9.5725 FALSE 396
"1106" "darkgrey" "c2" "c" 0.5 9.1323 FALSE 396
"1107" "darkgrey" "c2" "c" 1 7.5474 FALSE 396
"1108" "darkgrey" "c2" "c" 2 5.9197 FALSE 396
"1109" "darkgrey" "c3" "c" 0.1 9.7069 FALSE 396
"1110" "darkgrey" "c3" "c" 0.5 9.3166 FALSE 396
"1111" "darkgrey" "c3" "c" 1 8.3211 FALSE 396
"1112" "darkgrey" "c3" "c" 2 5.8424 FALSE 396
"1113" "darkgrey" "c4" "c" 0.1 9.8829 FALSE 396
"1114" "darkgrey" "c4" "c" 0.5 9.5221 FALSE 396
"1115" "darkgrey" "c4" "c" 1 7.8199 FALSE 396
"1116" "darkgrey" "c4" "c" 2 6.4543 FALSE 396
"1117" "darkgrey" "c5" "c" 0.1 9.9657 FALSE 396
"1118" "darkgrey" "c5" "c" 0.5 9.4186 FALSE 396
"1119" "darkgrey" "c5" "c" 1 7.6158 FALSE 396
"1120" "darkgrey" "c5" "c" 2 6.9725 FALSE 396
"1121" "darkgrey" "h1" "h" 0.1 10.0544 TRUE 396
"1122" "darkgrey" "h1" "h" 0.5 9.7689 FALSE 396
"1123" "darkgrey" "h1" "h" 1 7.9549 FALSE 396
"1124" "darkgrey" "h1" "h" 2 5.7991 FALSE 396
"1125" "darkgrey" "h2" "h" 0.1 9.5444 FALSE 396
"1126" "darkgrey" "h2" "h" 0.5 9.1759 FALSE 396
"1127" "darkgrey" "h2" "h" 1 7.3029 FALSE 396
"1128" "darkgrey" "h2" "h" 2 5.9558 FALSE 396
"1129" "darkgrey" "h3" "h" 0.1 9.9982 FALSE 396
"1130" "darkgrey" "h3" "h" 0.5 9.9432 FALSE 396
"1131" "darkgrey" "h3" "h" 1 7.5981 FALSE 396
"1132" "darkgrey" "h3" "h" 2 6.2742 FALSE 396
"1133" "darkgrey" "h4" "h" 0.1 9.285 FALSE 396
"1134" "darkgrey" "h4" "h" 0.5 8.9698 FALSE 396
"1135" "darkgrey" "h4" "h" 1 7.4776 FALSE 396
"1136" "darkgrey" "h4" "h" 2 6.1796 FALSE 396
"1137" "darkgrey" "h5" "h" 0.1 9.5316 FALSE 396
"1138" "darkgrey" "h5" "h" 0.5 8.9885 FALSE 396
"1139" "darkgrey" "h5" "h" 1 7.641 FALSE 396
"1140" "darkgrey" "h5" "h" 2 6.0718 FALSE 396
"1141" "darkturquoise" "a1" "a" 0.1 11.3445 TRUE 472
"1142" "darkturquoise" "a1" "a" 0.5 11.4895 TRUE 472
"1143" "darkturquoise" "a1" "a" 1 8.5085 FALSE 472
"1144" "darkturquoise" "a1" "a" 2 6.8397 FALSE 472
"1145" "darkturquoise" "a2" "a" 0.1 10.8362 TRUE 472
"1146" "darkturquoise" "a2" "a" 0.5 11.0353 TRUE 472
"1147" "darkturquoise" "a2" "a" 1 9.1432 FALSE 472
"1148" "darkturquoise" "a2" "a" 2 8.3386 FALSE 472
"1149" "darkturquoise" "a3" "a" 0.1 13.8448 TRUE 472
"1150" "darkturquoise" "a3" "a" 0.5 13.3793 TRUE 472
"1151" "darkturquoise" "a3" "a" 1 11.9842 TRUE 472
"1152" "darkturquoise" "a3" "a" 2 10.3706 TRUE 472
"1153" "darkturquoise" "a4" "a" 0.1 11.486 TRUE 472
"1154" "darkturquoise" "a4" "a" 0.5 11.2105 TRUE 472
"1155" "darkturquoise" "a4" "a" 1 10.076 TRUE 472
"1156" "darkturquoise" "a4" "a" 2 7.9285 FALSE 472
"1157" "darkturquoise" "a5" "a" 0.1 12.9149 TRUE 472
"1158" "darkturquoise" "a5" "a" 0.5 12.6313 TRUE 472
"1159" "darkturquoise" "a5" "a" 1 10.3774 TRUE 472
"1160" "darkturquoise" "a5" "a" 2 8.9993 FALSE 472
"1161" "darkturquoise" "c1" "c" 0.1 10.8953 TRUE 472
"1162" "darkturquoise" "c1" "c" 0.5 11.003 TRUE 472
"1163" "darkturquoise" "c1" "c" 1 10.0657 TRUE 472
"1164" "darkturquoise" "c1" "c" 2 8.6854 FALSE 472
"1165" "darkturquoise" "c2" "c" 0.1 12.0897 TRUE 472
"1166" "darkturquoise" "c2" "c" 0.5 11.68 TRUE 472
"1167" "darkturquoise" "c2" "c" 1 10.2582 TRUE 472
"1168" "darkturquoise" "c2" "c" 2 8.4124 FALSE 472
"1169" "darkturquoise" "c3" "c" 0.1 11.8975 TRUE 472
"1170" "darkturquoise" "c3" "c" 0.5 11.8038 TRUE 472
"1171" "darkturquoise" "c3" "c" 1 9.2103 FALSE 472
"1172" "darkturquoise" "c3" "c" 2 7.4673 FALSE 472
"1173" "darkturquoise" "c4" "c" 0.1 11.6459 TRUE 472
"1174" "darkturquoise" "c4" "c" 0.5 11.2801 TRUE 472
"1175" "darkturquoise" "c4" "c" 1 9.6719 FALSE 472
"1176" "darkturquoise" "c4" "c" 2 7.8836 FALSE 472
"1177" "darkturquoise" "c5" "c" 0.1 10.5169 TRUE 472
"1178" "darkturquoise" "c5" "c" 0.5 10.1167 TRUE 472
"1179" "darkturquoise" "c5" "c" 1 9.1027 FALSE 472
"1180" "darkturquoise" "c5" "c" 2 7.9716 FALSE 472
"1181" "darkturquoise" "h1" "h" 0.1 9.8321 FALSE 472
"1182" "darkturquoise" "h1" "h" 0.5 9.7983 FALSE 472
"1183" "darkturquoise" "h1" "h" 1 8.3336 FALSE 472
"1184" "darkturquoise" "h1" "h" 2 7.8358 FALSE 472
"1185" "darkturquoise" "h2" "h" 0.1 9.8425 FALSE 472
"1186" "darkturquoise" "h2" "h" 0.5 9.7008 FALSE 472
"1187" "darkturquoise" "h2" "h" 1 8.3051 FALSE 472
"1188" "darkturquoise" "h2" "h" 2 7.1659 FALSE 472
"1189" "darkturquoise" "h3" "h" 0.1 11.1393 TRUE 472
"1190" "darkturquoise" "h3" "h" 0.5 11.0243 TRUE 472
"1191" "darkturquoise" "h3" "h" 1 9.4541 FALSE 472
"1192" "darkturquoise" "h3" "h" 2 8.1961 FALSE 472
"1193" "darkturquoise" "h4" "h" 0.1 12.9539 TRUE 472
"1194" "darkturquoise" "h4" "h" 0.5 12.6271 TRUE 472
"1195" "darkturquoise" "h4" "h" 1 10.439 TRUE 472
"1196" "darkturquoise" "h4" "h" 2 8.1179 FALSE 472
"1197" "darkturquoise" "h5" "h" 0.1 10.9253 TRUE 472
"1198" "darkturquoise" "h5" "h" 0.5 10.893 TRUE 472
"1199" "darkturquoise" "h5" "h" 1 8.6347 FALSE 472
"1200" "darkturquoise" "h5" "h" 2 7.6496 FALSE 472
"1201" "darkgreen" "a1" "a" 0.1 9.7796 FALSE 487
"1202" "darkgreen" "a1" "a" 0.5 9.5951 FALSE 487
"1203" "darkgreen" "a1" "a" 1 7.8715 FALSE 487
"1204" "darkgreen" "a1" "a" 2 6.702 FALSE 487
"1205" "darkgreen" "a2" "a" 0.1 9.1244 FALSE 487
"1206" "darkgreen" "a2" "a" 0.5 8.7246 FALSE 487
"1207" "darkgreen" "a2" "a" 1 8.04 FALSE 487
"1208" "darkgreen" "a2" "a" 2 6.5625 FALSE 487
"1209" "darkgreen" "a3" "a" 0.1 9.3453 FALSE 487
"1210" "darkgreen" "a3" "a" 0.5 9.1531 FALSE 487
"1211" "darkgreen" "a3" "a" 1 7.1881 FALSE 487
"1212" "darkgreen" "a3" "a" 2 6.3632 FALSE 487
"1213" "darkgreen" "a4" "a" 0.1 8.8255 FALSE 487
"1214" "darkgreen" "a4" "a" 0.5 8.8009 FALSE 487
"1215" "darkgreen" "a4" "a" 1 6.7866 FALSE 487
"1216" "darkgreen" "a4" "a" 2 6.1264 FALSE 487
"1217" "darkgreen" "a5" "a" 0.1 9.3668 FALSE 487
"1218" "darkgreen" "a5" "a" 0.5 9.2374 FALSE 487
"1219" "darkgreen" "a5" "a" 1 7.4368 FALSE 487
"1220" "darkgreen" "a5" "a" 2 6.4074 FALSE 487
"1221" "darkgreen" "c1" "c" 0.1 8.5939 FALSE 487
"1222" "darkgreen" "c1" "c" 0.5 8.3533 FALSE 487
"1223" "darkgreen" "c1" "c" 1 8.0717 FALSE 487
"1224" "darkgreen" "c1" "c" 2 6.7687 FALSE 487
"1225" "darkgreen" "c2" "c" 0.1 9.8439 FALSE 487
"1226" "darkgreen" "c2" "c" 0.5 9.5856 FALSE 487
"1227" "darkgreen" "c2" "c" 1 7.2216 FALSE 487
"1228" "darkgreen" "c2" "c" 2 6.4278 FALSE 487
"1229" "darkgreen" "c3" "c" 0.1 7.9621 FALSE 487
"1230" "darkgreen" "c3" "c" 0.5 7.8904 FALSE 487
"1231" "darkgreen" "c3" "c" 1 7.0488 FALSE 487
"1232" "darkgreen" "c3" "c" 2 5.8157 FALSE 487
"1233" "darkgreen" "c4" "c" 0.1 8.9228 FALSE 487
"1234" "darkgreen" "c4" "c" 0.5 8.6826 FALSE 487
"1235" "darkgreen" "c4" "c" 1 7.123 FALSE 487
"1236" "darkgreen" "c4" "c" 2 6.1941 FALSE 487
"1237" "darkgreen" "c5" "c" 0.1 9.0016 FALSE 487
"1238" "darkgreen" "c5" "c" 0.5 8.9125 FALSE 487
"1239" "darkgreen" "c5" "c" 1 7.3656 FALSE 487
"1240" "darkgreen" "c5" "c" 2 7.7137 FALSE 487
"1241" "darkgreen" "h1" "h" 0.1 8.9128 FALSE 487
"1242" "darkgreen" "h1" "h" 0.5 8.7854 FALSE 487
"1243" "darkgreen" "h1" "h" 1 7.2092 FALSE 487
"1244" "darkgreen" "h1" "h" 2 6.3379 FALSE 487
"1245" "darkgreen" "h2" "h" 0.1 9.8724 FALSE 487
"1246" "darkgreen" "h2" "h" 0.5 9.5001 FALSE 487
"1247" "darkgreen" "h2" "h" 1 7.358 FALSE 487
"1248" "darkgreen" "h2" "h" 2 6.3678 FALSE 487
"1249" "darkgreen" "h3" "h" 0.1 9.2985 FALSE 487
"1250" "darkgreen" "h3" "h" 0.5 8.8213 FALSE 487
"1251" "darkgreen" "h3" "h" 1 7.6024 FALSE 487
"1252" "darkgreen" "h3" "h" 2 6.6368 FALSE 487
"1253" "darkgreen" "h4" "h" 0.1 8.8793 FALSE 487
"1254" "darkgreen" "h4" "h" 0.5 8.5972 FALSE 487
"1255" "darkgreen" "h4" "h" 1 7.1084 FALSE 487
"1256" "darkgreen" "h4" "h" 2 6.9689 FALSE 487
"1257" "darkgreen" "h5" "h" 0.1 8.4308 FALSE 487
"1258" "darkgreen" "h5" "h" 0.5 8.4385 FALSE 487
"1259" "darkgreen" "h5" "h" 1 7.3865 FALSE 487
"1260" "darkgreen" "h5" "h" 2 6.0991 FALSE 487
"1261" "darkred" "a1" "a" 0.1 10.3059 TRUE 499
"1262" "darkred" "a1" "a" 0.5 9.9851 FALSE 499
"1263" "darkred" "a1" "a" 1 7.7799 FALSE 499
"1264" "darkred" "a1" "a" 2 6.4858 FALSE 499
"1265" "darkred" "a2" "a" 0.1 10.3981 TRUE 499
"1266" "darkred" "a2" "a" 0.5 9.9466 FALSE 499
"1267" "darkred" "a2" "a" 1 7.5552 FALSE 499
"1268" "darkred" "a2" "a" 2 5.9276 FALSE 499
"1269" "darkred" "a3" "a" 0.1 10.6768 TRUE 499
"1270" "darkred" "a3" "a" 0.5 10.5024 TRUE 499
"1271" "darkred" "a3" "a" 1 8.0333 FALSE 499
"1272" "darkred" "a3" "a" 2 6.5131 FALSE 499
"1273" "darkred" "a4" "a" 0.1 9.7919 FALSE 499
"1274" "darkred" "a4" "a" 0.5 9.3486 FALSE 499
"1275" "darkred" "a4" "a" 1 8.1438 FALSE 499
"1276" "darkred" "a4" "a" 2 6.0827 FALSE 499
"1277" "darkred" "a5" "a" 0.1 10.1866 TRUE 499
"1278" "darkred" "a5" "a" 0.5 9.9353 FALSE 499
"1279" "darkred" "a5" "a" 1 7.288 FALSE 499
"1280" "darkred" "a5" "a" 2 7.1285 FALSE 499
"1281" "darkred" "c1" "c" 0.1 10.3605 TRUE 499
"1282" "darkred" "c1" "c" 0.5 10.0157 TRUE 499
"1283" "darkred" "c1" "c" 1 8.2418 FALSE 499
"1284" "darkred" "c1" "c" 2 6.9792 FALSE 499
"1285" "darkred" "c2" "c" 0.1 10.1056 TRUE 499
"1286" "darkred" "c2" "c" 0.5 9.8279 FALSE 499
"1287" "darkred" "c2" "c" 1 7.6994 FALSE 499
"1288" "darkred" "c2" "c" 2 6.5432 FALSE 499
"1289" "darkred" "c3" "c" 0.1 9.6099 FALSE 499
"1290" "darkred" "c3" "c" 0.5 9.5859 FALSE 499
"1291" "darkred" "c3" "c" 1 7.3838 FALSE 499
"1292" "darkred" "c3" "c" 2 6.8724 FALSE 499
"1293" "darkred" "c4" "c" 0.1 10.555 TRUE 499
"1294" "darkred" "c4" "c" 0.5 10.1243 TRUE 499
"1295" "darkred" "c4" "c" 1 7.877 FALSE 499
