"preprocessed" "module_detected" "compared" "submodule_detected"
"DIABRO_020402" TRUE "grey60" TRUE "turquoise"
"DIABRO_020403" TRUE "plum1" TRUE "green"
"DIABRO_020404" TRUE "yellow" TRUE "turquoise"
"DIABRO_020405" TRUE "brown" TRUE "white"
"DIABRO_020406" TRUE "lightcyan" TRUE "brown"
"DIABRO_020407" TRUE "darkmagenta" TRUE "turquoise"
"DIABRO_020408" TRUE "brown" TRUE "lightyellow"
"DIABRO_020409" TRUE "darkmagenta" TRUE "brown"
"DIABRO_020411" TRUE "magenta" TRUE "turquoise"
"DIABRO_020412" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020414" TRUE "purple" TRUE "green"
"DIABRO_020415" TRUE "black" TRUE "purple"
"DIABRO_020416" TRUE "orange" TRUE "turquoise"
"DIABRO_020417" TRUE "cyan" TRUE "turquoise"
"DIABRO_020420" TRUE "cyan" TRUE "yellow"
"DIABRO_020421" TRUE "lightyellow" TRUE "blue"
"DIABRO_020422" TRUE "blue" TRUE "darkgreen"
"DIABRO_020423" TRUE "black" TRUE "lightgreen"
"DIABRO_020424" TRUE "darkgreen" TRUE "red"
"DIABRO_020425" TRUE "grey60" TRUE "blue"
"DIABRO_020426" TRUE "darkturquoise" TRUE "red"
"DIABRO_020428" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020429" TRUE "grey60" TRUE "blue"
"DIABRO_020430" TRUE "brown" TRUE "red"
"DIABRO_020431" TRUE "lightcyan" TRUE "blue"
"DIABRO_020433" TRUE "green" TRUE "turquoise"
"DIABRO_020434" TRUE "red" TRUE "turquoise"
"DIABRO_020435" TRUE "turquoise" TRUE "blue"
"DIABRO_020436" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_020437" TRUE "orangered4" TRUE "turquoise"
"DIABRO_020439" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_020440" TRUE "orangered4" TRUE "turquoise"
"DIABRO_020441" TRUE "yellowgreen" TRUE "blue"
"DIABRO_020442" TRUE "darkred" TRUE "yellow"
"DIABRO_020443" TRUE "green" TRUE "turquoise"
"DIABRO_020444" TRUE "blue" TRUE "lightgreen"
"DIABRO_020445" TRUE "darkred" TRUE "red"
"DIABRO_020446" TRUE "green" TRUE "turquoise"
"DIABRO_020447" TRUE "pink" TRUE "red"
"DIABRO_020448" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_020449" TRUE "black" TRUE "green"
"DIABRO_020450" TRUE "brown" TRUE "greenyellow"
"DIABRO_020451" TRUE "pink" TRUE "turquoise"
"DIABRO_020452" TRUE "pink" TRUE "turquoise"
"DIABRO_020453" TRUE "blue" TRUE "blue"
"DIABRO_020454" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_020455" TRUE "plum1" TRUE "turquoise"
"DIABRO_020458" TRUE "green" TRUE "turquoise"
"DIABRO_020459" TRUE "violet" TRUE "green"
"DIABRO_020461" TRUE "purple" TRUE "tan"
"DIABRO_020462" TRUE "black" TRUE "purple"
"DIABRO_020466" TRUE "orangered4" TRUE "turquoise"
"DIABRO_020468" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_020469" TRUE "brown" TRUE "black"
"DIABRO_020471" TRUE "yellow" TRUE "darkorange"
"DIABRO_020473" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020474" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020475" TRUE "grey" TRUE "grey"
"DIABRO_020476" TRUE "blue" TRUE "black"
"DIABRO_020477" TRUE "orangered4" TRUE "turquoise"
"DIABRO_020478" TRUE "yellowgreen" TRUE "yellow"
"DIABRO_020480" TRUE "black" TRUE "turquoise"
"DIABRO_020481" TRUE "purple" TRUE "green"
"DIABRO_020482" TRUE "turquoise" TRUE "blue"
"DIABRO_020483" TRUE "darkgrey" TRUE "brown"
"DIABRO_020484" TRUE "magenta" TRUE "turquoise"
"DIABRO_020485" TRUE "darkorange" TRUE "green"
"DIABRO_020487" TRUE "lightcyan" TRUE "yellow"
"DIABRO_020488" TRUE "yellow" TRUE "grey60"
"DIABRO_020489" TRUE "turquoise" TRUE "salmon"
"DIABRO_020490" TRUE "darkgreen" TRUE "brown"
"DIABRO_020491" TRUE "magenta" TRUE "yellow"
"DIABRO_020493" TRUE "yellow" TRUE "lightcyan"
"DIABRO_020494" TRUE "orangered4" TRUE "turquoise"
"DIABRO_020495" TRUE "purple" TRUE "brown"
"DIABRO_020496" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020497" TRUE "grey" TRUE "grey"
"DIABRO_020498" TRUE "turquoise" TRUE "blue"
"DIABRO_020499" TRUE "magenta" TRUE "turquoise"
"DIABRO_020502" TRUE "yellow" TRUE "greenyellow"
"DIABRO_020504" TRUE "brown" TRUE "salmon"
"DIABRO_020508" TRUE "darkgrey" TRUE "yellow"
"DIABRO_020510" TRUE "turquoise" TRUE "royalblue"
"DIABRO_020512" TRUE "tan" TRUE "turquoise"
"DIABRO_020513" TRUE "paleturquoise" TRUE "yellow"
"DIABRO_020514" TRUE "salmon" TRUE "tan"
"DIABRO_020520" TRUE "cyan" TRUE "turquoise"
"DIABRO_020521" TRUE "magenta" TRUE "pink"
"DIABRO_020522" TRUE "darkgreen" TRUE "red"
"DIABRO_020524" TRUE "lightcyan" TRUE "purple"
"DIABRO_020525" TRUE "orange" TRUE "red"
"DIABRO_020527" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_020529" TRUE "yellow" TRUE "brown"
"DIABRO_020530" TRUE "green" TRUE "turquoise"
"DIABRO_020532" TRUE "lightgreen" TRUE "red"
"DIABRO_020533" TRUE "darkmagenta" TRUE "blue"
"DIABRO_020534" TRUE "salmon" TRUE "blue"
"DIABRO_020535" TRUE "blue" TRUE "brown"
"DIABRO_020536" TRUE "black" TRUE "purple"
"DIABRO_020537" TRUE "skyblue" TRUE "red"
"DIABRO_020541" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020542" TRUE "yellowgreen" TRUE "blue"
"DIABRO_020543" TRUE "purple" TRUE "tan"
"DIABRO_020545" TRUE "turquoise" TRUE "midnightblue"
"DIABRO_020546" TRUE "black" TRUE "red"
"DIABRO_020547" TRUE "blue" TRUE "turquoise"
"DIABRO_020548" TRUE "purple" TRUE "blue"
"DIABRO_020549" TRUE "turquoise" TRUE "blue"
"DIABRO_020550" TRUE "pink" TRUE "turquoise"
"DIABRO_020551" TRUE "cyan" TRUE "magenta"
"DIABRO_020552" TRUE "salmon" TRUE "green"
"DIABRO_020554" TRUE "pink" TRUE "greenyellow"
"DIABRO_020555" TRUE "darkmagenta" TRUE "turquoise"
"DIABRO_020558" TRUE "tan" TRUE "turquoise"
"DIABRO_020559" TRUE "salmon" TRUE "yellow"
"DIABRO_020561" TRUE "turquoise" TRUE "blue"
"DIABRO_020562" TRUE "lightyellow" TRUE "yellow"
"DIABRO_020564" TRUE "lightyellow" TRUE "brown"
"DIABRO_020565" TRUE "salmon" TRUE "greenyellow"
"DIABRO_020567" TRUE "yellow" TRUE "green"
"DIABRO_020568" TRUE "grey60" TRUE "turquoise"
"DIABRO_020569" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_020570" TRUE "blue" TRUE "white"
"DIABRO_020572" TRUE "turquoise" TRUE "brown"
"DIABRO_020573" TRUE "sienna3" TRUE "yellow"
"DIABRO_020574" TRUE "yellow" TRUE "tan"
"DIABRO_020575" TRUE "yellow" TRUE "yellow"
"DIABRO_020576" TRUE "blue" TRUE "darkorange"
"DIABRO_020578" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020579" TRUE "green" TRUE "turquoise"
"DIABRO_020580" TRUE "midnightblue" TRUE "pink"
"DIABRO_020581" TRUE "yellow" TRUE "salmon"
"DIABRO_020582" TRUE "yellow" TRUE "brown"
"DIABRO_020583" TRUE "salmon" TRUE "blue"
"DIABRO_020584" TRUE "royalblue" TRUE "yellow"
"DIABRO_020585" TRUE "black" TRUE "greenyellow"
"DIABRO_020586" TRUE "turquoise" TRUE "grey60"
"DIABRO_020587" TRUE "blue" TRUE "turquoise"
"DIABRO_020588" TRUE "darkgrey" TRUE "brown"
"DIABRO_020590" TRUE "black" TRUE "blue"
"DIABRO_020591" TRUE "orange" TRUE "turquoise"
"DIABRO_020592" TRUE "blue" TRUE "midnightblue"
"DIABRO_020593" TRUE "blue" TRUE "magenta"
"DIABRO_020594" TRUE "turquoise" TRUE "blue"
"DIABRO_020595" TRUE "orange" TRUE "turquoise"
"DIABRO_020596" TRUE "skyblue" TRUE "blue"
"DIABRO_020598" TRUE "salmon" TRUE "magenta"
"DIABRO_020599" TRUE "purple" TRUE "pink"
"DIABRO_020601" TRUE "pink" TRUE "brown"
"DIABRO_020603" TRUE "salmon" TRUE "tan"
"DIABRO_020605" TRUE "blue" TRUE "greenyellow"
"DIABRO_020609" TRUE "brown" TRUE "darkorange"
"DIABRO_020610" TRUE "greenyellow" TRUE "magenta"
"DIABRO_020611" TRUE "green" TRUE "turquoise"
"DIABRO_020612" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020613" TRUE "blue" TRUE "purple"
"DIABRO_020614" TRUE "yellowgreen" TRUE "brown"
"DIABRO_020615" TRUE "green" TRUE "turquoise"
"DIABRO_020616" TRUE "green" TRUE "turquoise"
"DIABRO_020618" TRUE "salmon" TRUE "pink"
"DIABRO_020619" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020620" TRUE "pink" TRUE "pink"
"DIABRO_020621" TRUE "greenyellow" TRUE "pink"
"DIABRO_020622" TRUE "darkturquoise" TRUE "green"
"DIABRO_020623" TRUE "green" TRUE "turquoise"
"DIABRO_020624" TRUE "yellow" TRUE "cyan"
"DIABRO_020625" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_020626" TRUE "yellow" TRUE "lightgreen"
"DIABRO_020627" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_020628" TRUE "purple" TRUE "tan"
"DIABRO_020629" TRUE "grey60" TRUE "turquoise"
"DIABRO_020630" TRUE "turquoise" TRUE "blue"
"DIABRO_020631" TRUE "blue" TRUE "greenyellow"
"DIABRO_020633" TRUE "orange" TRUE "brown"
"DIABRO_020634" TRUE "purple" TRUE "greenyellow"
"DIABRO_020635" TRUE "turquoise" TRUE "black"
"DIABRO_020636" TRUE "darkred" TRUE "brown"
"DIABRO_020637" TRUE "blue" TRUE "yellow"
"DIABRO_020639" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_020641" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_020642" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_020643" TRUE "red" TRUE "yellow"
"DIABRO_020644" TRUE "skyblue3" TRUE "blue"
"DIABRO_020645" TRUE "lightcyan" TRUE "green"
"DIABRO_020646" TRUE "black" TRUE "midnightblue"
"DIABRO_020648" TRUE "royalblue" TRUE "blue"
"DIABRO_020649" TRUE "darkgreen" TRUE "blue"
"DIABRO_020651" TRUE "mediumpurple3" TRUE "blue"
"DIABRO_020652" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020653" TRUE "brown" TRUE "yellow"
"DIABRO_020654" TRUE "lightyellow" TRUE "brown"
"DIABRO_020655" TRUE "lightgreen" TRUE "blue"
"DIABRO_020656" TRUE "turquoise" TRUE "red"
"DIABRO_020657" TRUE "turquoise" TRUE "blue"
"DIABRO_020658" TRUE "violet" TRUE "turquoise"
"DIABRO_020659" TRUE "lightcyan" TRUE "tan"
"DIABRO_020660" TRUE "brown" TRUE "turquoise"
"DIABRO_020661" TRUE "tan" TRUE "black"
"DIABRO_020662" TRUE "turquoise" TRUE "blue"
"DIABRO_020663" TRUE "midnightblue" TRUE "blue"
"DIABRO_020665" TRUE "green" TRUE "turquoise"
"DIABRO_020666" TRUE "blue" TRUE "saddlebrown"
"DIABRO_020667" TRUE "turquoise" TRUE "blue"
"DIABRO_020668" TRUE "magenta" TRUE "red"
"DIABRO_020670" TRUE "pink" TRUE "magenta"
"DIABRO_020671" TRUE "magenta" TRUE "red"
"DIABRO_020673" TRUE "darkgrey" TRUE "green"
"DIABRO_020674" TRUE "green" TRUE "turquoise"
"DIABRO_020676" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020678" TRUE "salmon" TRUE "brown"
"DIABRO_020682" TRUE "green" TRUE "turquoise"
"DIABRO_020683" TRUE "pink" TRUE "pink"
"DIABRO_020684" TRUE "blue" TRUE "turquoise"
"DIABRO_020689" TRUE "white" TRUE "turquoise"
"DIABRO_020690" TRUE "turquoise" TRUE "brown"
"DIABRO_020693" TRUE "darkorange" TRUE "red"
"DIABRO_020694" TRUE "cyan" TRUE "brown"
"DIABRO_020695" TRUE "yellow" TRUE "turquoise"
"DIABRO_020699" TRUE "yellow" TRUE "turquoise"
"DIABRO_020700" TRUE "blue" TRUE "purple"
"DIABRO_020701" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_020705" TRUE "orange" TRUE "yellow"
"DIABRO_020706" TRUE "pink" TRUE "yellow"
"DIABRO_020707" TRUE "tan" TRUE "turquoise"
"DIABRO_020708" TRUE "yellow" TRUE "black"
"DIABRO_020709" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_020711" TRUE "red" TRUE "turquoise"
"DIABRO_020713" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_020714" TRUE "blue" TRUE "skyblue"
"DIABRO_020715" TRUE "yellow" TRUE "blue"
"DIABRO_020716" TRUE "brown" TRUE "paleturquoise"
"DIABRO_020717" TRUE "magenta" TRUE "turquoise"
"DIABRO_020718" TRUE "pink" TRUE "pink"
"DIABRO_020725" TRUE "steelblue" TRUE "blue"
"DIABRO_020726" TRUE "red" TRUE "green"
"DIABRO_020727" TRUE "black" TRUE "turquoise"
"DIABRO_020728" TRUE "midnightblue" TRUE "magenta"
"DIABRO_020729" TRUE "brown" TRUE "saddlebrown"
"DIABRO_020730" TRUE "turquoise" TRUE "grey60"
"DIABRO_020731" TRUE "brown" TRUE "tan"
"DIABRO_020732" TRUE "orangered4" TRUE "brown"
"DIABRO_020733" TRUE "salmon" TRUE "turquoise"
"DIABRO_020734" TRUE "darkolivegreen" TRUE "brown"
"DIABRO_020735" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_020736" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020737" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020740" TRUE "plum1" TRUE "turquoise"
"DIABRO_020741" TRUE "grey60" TRUE "turquoise"
"DIABRO_020742" TRUE "skyblue3" TRUE "brown"
"DIABRO_020743" TRUE "turquoise" TRUE "royalblue"
"DIABRO_020745" TRUE "brown" TRUE "yellow"
"DIABRO_020746" TRUE "red" TRUE "blue"
"DIABRO_020748" TRUE "purple" TRUE "magenta"
"DIABRO_020749" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_020750" TRUE "darkgreen" TRUE "blue"
"DIABRO_020751" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020752" TRUE "darkgrey" TRUE "turquoise"
"DIABRO_020754" TRUE "tan" TRUE "red"
"DIABRO_020755" TRUE "black" TRUE "black"
"DIABRO_020759" TRUE "blue" TRUE "yellow"
"DIABRO_020760" TRUE "green" TRUE "turquoise"
"DIABRO_020762" TRUE "turquoise" TRUE "brown"
"DIABRO_020763" TRUE "brown" TRUE "salmon"
"DIABRO_020764" TRUE "green" TRUE "turquoise"
"DIABRO_020765" TRUE "darkgreen" TRUE "blue"
"DIABRO_020767" TRUE "tan" TRUE "purple"
"DIABRO_020768" TRUE "green" TRUE "turquoise"
"DIABRO_020769" TRUE "salmon" TRUE "blue"
"DIABRO_020772" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020775" TRUE "pink" TRUE "yellow"
"DIABRO_020776" TRUE "pink" TRUE "turquoise"
"DIABRO_020777" TRUE "brown" TRUE "darkorange"
"DIABRO_020778" TRUE "royalblue" TRUE "blue"
"DIABRO_020779" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_020780" TRUE "tan" TRUE "turquoise"
"DIABRO_020782" TRUE "steelblue" TRUE "blue"
"DIABRO_020783" TRUE "yellow" TRUE "purple"
"DIABRO_020784" TRUE "salmon" TRUE "pink"
"DIABRO_020786" TRUE "blue" TRUE "pink"
"DIABRO_020787" TRUE "greenyellow" TRUE "greenyellow"
"DIABRO_020789" TRUE "royalblue" TRUE "black"
"DIABRO_020791" TRUE "orange" TRUE "blue"
"DIABRO_020792" TRUE "green" TRUE "turquoise"
"DIABRO_020793" TRUE "darkred" TRUE "magenta"
"DIABRO_020795" TRUE "skyblue3" TRUE "brown"
"DIABRO_020798" TRUE "turquoise" TRUE "purple"
"DIABRO_020803" TRUE "royalblue" TRUE "purple"
"DIABRO_020804" TRUE "lightyellow" TRUE "brown"
"DIABRO_020805" TRUE "lightgreen" TRUE "yellow"
"DIABRO_020806" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020807" TRUE "darkred" TRUE "black"
"DIABRO_020808" TRUE "salmon" TRUE "yellow"
"DIABRO_020810" TRUE "turquoise" TRUE "blue"
"DIABRO_020811" TRUE "turquoise" TRUE "magenta"
"DIABRO_020812" TRUE "yellow" TRUE "turquoise"
"DIABRO_020813" TRUE "yellow" TRUE "blue"
"DIABRO_020814" TRUE "yellow" TRUE "yellow"
"DIABRO_020815" TRUE "red" TRUE "turquoise"
"DIABRO_020816" TRUE "grey" TRUE "grey"
"DIABRO_020817" TRUE "red" TRUE "turquoise"
"DIABRO_020818" TRUE "royalblue" TRUE "purple"
"DIABRO_020819" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_020820" TRUE "green" TRUE "turquoise"
"DIABRO_020821" TRUE "orange" TRUE "red"
"DIABRO_020823" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_020824" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020825" TRUE "cyan" TRUE "pink"
"DIABRO_020829" TRUE "cyan" TRUE "blue"
"DIABRO_020830" TRUE "sienna3" TRUE "brown"
"DIABRO_020833" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_020835" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_020838" TRUE "yellow" TRUE "grey60"
"DIABRO_020839" TRUE "turquoise" TRUE "greenyellow"
"DIABRO_020840" TRUE "paleturquoise" TRUE "yellow"
"DIABRO_020841" TRUE "salmon" TRUE "pink"
"DIABRO_020844" TRUE "grey60" TRUE "turquoise"
"DIABRO_020847" TRUE "greenyellow" TRUE "blue"
"DIABRO_020848" TRUE "purple" TRUE "greenyellow"
"DIABRO_020849" TRUE "paleturquoise" TRUE "brown"
"DIABRO_020850" TRUE "turquoise" TRUE "red"
"DIABRO_020851" TRUE "purple" TRUE "magenta"
"DIABRO_020855" TRUE "pink" TRUE "brown"
"DIABRO_020857" TRUE "tan" TRUE "turquoise"
"DIABRO_020858" TRUE "pink" TRUE "pink"
"DIABRO_020859" TRUE "paleturquoise" TRUE "brown"
"DIABRO_020860" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_020861" TRUE "turquoise" TRUE "salmon"
"DIABRO_020862" TRUE "yellow" TRUE "green"
"DIABRO_020863" TRUE "royalblue" TRUE "blue"
"DIABRO_020869" TRUE "midnightblue" TRUE "blue"
"DIABRO_020870" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_020871" TRUE "lightyellow" TRUE "brown"
"DIABRO_020872" TRUE "green" TRUE "turquoise"
"DIABRO_020873" TRUE "pink" TRUE "greenyellow"
"DIABRO_020874" TRUE "tan" TRUE "pink"
"DIABRO_020876" TRUE "black" TRUE "brown"
"DIABRO_020877" TRUE "turquoise" TRUE "salmon"
"DIABRO_020878" TRUE "darkturquoise" TRUE "red"
"DIABRO_020879" TRUE "black" TRUE "purple"
"DIABRO_020881" TRUE "grey" TRUE "grey"
"DIABRO_020882" TRUE "steelblue" TRUE "yellow"
"DIABRO_020884" TRUE "yellow" TRUE "black"
"DIABRO_020886" TRUE "pink" TRUE "blue"
"DIABRO_020887" TRUE "plum1" TRUE "yellow"
"DIABRO_020890" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_020891" TRUE "lightcyan" TRUE "magenta"
"DIABRO_020893" TRUE "blue" TRUE "turquoise"
"DIABRO_020895" TRUE "tan" TRUE "turquoise"
"DIABRO_020899" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020900" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020902" TRUE "turquoise" TRUE "yellow"
"DIABRO_020903" TRUE "turquoise" TRUE "yellow"
"DIABRO_020904" TRUE "tan" TRUE "turquoise"
"DIABRO_020905" TRUE "darkgreen" TRUE "brown"
"DIABRO_020906" TRUE "midnightblue" TRUE "blue"
"DIABRO_020907" TRUE "green" TRUE "turquoise"
"DIABRO_020908" TRUE "green" TRUE "turquoise"
"DIABRO_020909" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_020910" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_020911" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020912" TRUE "turquoise" TRUE "blue"
"DIABRO_020915" TRUE "darkred" TRUE "green"
"DIABRO_020917" TRUE "skyblue3" TRUE "blue"
"DIABRO_020918" TRUE "green" TRUE "turquoise"
"DIABRO_020919" TRUE "green" TRUE "turquoise"
"DIABRO_020920" TRUE "darkorange" TRUE "yellow"
"DIABRO_020922" TRUE "pink" TRUE "midnightblue"
"DIABRO_020923" TRUE "midnightblue" TRUE "blue"
"DIABRO_020926" TRUE "cyan" TRUE "blue"
"DIABRO_020928" TRUE "turquoise" TRUE "turquoise"
"DIABRO_020929" TRUE "darkgreen" TRUE "green"
"DIABRO_020930" TRUE "brown" TRUE "royalblue"
"DIABRO_020931" TRUE "violet" TRUE "blue"
"DIABRO_020932" TRUE "green" TRUE "turquoise"
"DIABRO_020933" TRUE "blue" TRUE "lightcyan"
"DIABRO_020934" TRUE "grey60" TRUE "turquoise"
"DIABRO_020935" TRUE "tan" TRUE "magenta"
"DIABRO_020936" TRUE "lightgreen" TRUE "yellow"
"DIABRO_020937" TRUE "cyan" TRUE "red"
"DIABRO_020938" TRUE "red" TRUE "brown"
"DIABRO_020939" TRUE "salmon" TRUE "yellow"
"DIABRO_020940" TRUE "blue" TRUE "blue"
"DIABRO_020942" TRUE "magenta" TRUE "turquoise"
"DIABRO_020943" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_020944" TRUE "orange" TRUE "turquoise"
"DIABRO_020945" TRUE "cyan" TRUE "greenyellow"
"DIABRO_020946" TRUE "green" TRUE "turquoise"
"DIABRO_020947" TRUE "red" TRUE "red"
"DIABRO_020948" TRUE "blue" TRUE "black"
"DIABRO_020949" TRUE "turquoise" TRUE "green"
"DIABRO_020950" TRUE "yellow" TRUE "blue"
"DIABRO_020952" TRUE "brown" TRUE "lightyellow"
"DIABRO_020953" TRUE "pink" TRUE "pink"
"DIABRO_020954" TRUE "darkgrey" TRUE "brown"
"DIABRO_020955" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_020956" TRUE "red" TRUE "turquoise"
"DIABRO_020957" TRUE "purple" TRUE "black"
"DIABRO_020958" TRUE "cyan" TRUE "turquoise"
"DIABRO_020959" TRUE "orange" TRUE "yellow"
"DIABRO_020960" TRUE "turquoise" TRUE "yellow"
"DIABRO_020961" TRUE "blue" TRUE "black"
"DIABRO_020962" TRUE "yellow" TRUE "black"
"DIABRO_020963" TRUE "yellow" TRUE "lightcyan"
"DIABRO_020964" TRUE "brown" TRUE "turquoise"
"DIABRO_020965" TRUE "yellow" TRUE "red"
"DIABRO_020966" TRUE "blue" TRUE "turquoise"
"DIABRO_020967" TRUE "black" TRUE "turquoise"
"DIABRO_020968" TRUE "yellow" TRUE "grey60"
"DIABRO_020969" TRUE "green" TRUE "turquoise"
"DIABRO_020970" TRUE "blue" TRUE "yellow"
"DIABRO_020971" TRUE "brown" TRUE "pink"
"DIABRO_020972" TRUE "yellow" TRUE "yellow"
"DIABRO_020976" TRUE "darkgrey" TRUE "green"
"DIABRO_020977" TRUE "blue" TRUE "turquoise"
"DIABRO_020978" TRUE "red" TRUE "blue"
"DIABRO_020979" TRUE "green" TRUE "turquoise"
"DIABRO_020980" TRUE "darkgreen" TRUE "brown"
"DIABRO_020984" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020993" TRUE "salmon" TRUE "yellow"
"DIABRO_020994" TRUE "darkolivegreen" TRUE "blue"
"DIABRO_020995" TRUE "darkmagenta" TRUE "brown"
"DIABRO_020997" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_020998" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_020999" TRUE "lightgreen" TRUE "green"
"DIABRO_021000" TRUE "magenta" TRUE "red"
"DIABRO_021001" TRUE "darkred" TRUE "turquoise"
"DIABRO_021004" TRUE "cyan" TRUE "turquoise"
"DIABRO_021010" TRUE "darkgreen" TRUE "blue"
"DIABRO_021012" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_021016" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_021017" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_021019" TRUE "plum1" TRUE "blue"
"DIABRO_021020" TRUE "magenta" TRUE "turquoise"
"DIABRO_021021" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_021022" TRUE "white" TRUE "turquoise"
"DIABRO_021023" TRUE "green" TRUE "turquoise"
"DIABRO_021026" TRUE "brown" TRUE "turquoise"
"DIABRO_021027" TRUE "orangered4" TRUE "turquoise"
"DIABRO_021028" TRUE "red" TRUE "yellow"
"DIABRO_021030" TRUE "purple" TRUE "yellow"
"DIABRO_021031" TRUE "yellow" TRUE "pink"
"DIABRO_021032" TRUE "cyan" TRUE "purple"
"DIABRO_021033" TRUE "darkred" TRUE "turquoise"
"DIABRO_021034" TRUE "turquoise" TRUE "darkred"
"DIABRO_021036" TRUE "turquoise" TRUE "turquoise"
"DIABRO_021038" TRUE "green" TRUE "turquoise"
"DIABRO_021040" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_021042" TRUE "lightcyan" TRUE "black"
"DIABRO_021043" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_021045" TRUE "green" TRUE "turquoise"
"DIABRO_021046" TRUE "yellowgreen" TRUE "yellow"
"DIABRO_021047" TRUE "plum1" TRUE "yellow"
"DIABRO_021048" TRUE "magenta" TRUE "magenta"
"DIABRO_021049" TRUE "violet" TRUE "turquoise"
"DIABRO_021050" TRUE "turquoise" TRUE "lightgreen"
"DIABRO_021051" TRUE "darkorange" TRUE "black"
"DIABRO_021052" TRUE "blue" TRUE "yellow"
"DIABRO_021055" TRUE "darkmagenta" TRUE "yellow"
"DIABRO_021056" TRUE "blue" TRUE "grey60"
"DIABRO_021057" TRUE "yellow" TRUE "magenta"
"DIABRO_021058" TRUE "brown" TRUE "cyan"
"DIABRO_021060" TRUE "lightcyan" TRUE "tan"
"DIABRO_021061" TRUE "royalblue" TRUE "black"
"DIABRO_021062" TRUE "blue" TRUE "midnightblue"
"DIABRO_021063" TRUE "turquoise" TRUE "black"
"DIABRO_021064" TRUE "darkolivegreen" TRUE "brown"
"DIABRO_021065" TRUE "darkolivegreen" TRUE "brown"
"DIABRO_021066" TRUE "magenta" TRUE "magenta"
"DIABRO_021067" TRUE "lightyellow" TRUE "brown"
"DIABRO_021068" TRUE "steelblue" TRUE "brown"
"DIABRO_021069" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_021070" TRUE "darkmagenta" TRUE "yellow"
"DIABRO_021073" TRUE "darkorange" TRUE "brown"
"DIABRO_021074" TRUE "salmon" TRUE "blue"
"DIABRO_021075" TRUE "turquoise" TRUE "green"
"DIABRO_021077" TRUE "green" TRUE "turquoise"
"DIABRO_021078" TRUE "darkorange" TRUE "brown"
